年份,地区,文本总词频,环保词频_总计,环保词频_污染防治,环保词频_绿色低碳,环保词频_生态保护,环保词频_环境监管,环境规制强度_Z1,地区_归一化,人均地区生产总值（元）,地区生产总值（万元）,常住人口城镇化率（%）,第三产业增加值占GDP比重（%）,生活垃圾卫生填埋场处理量（万吨）,生活垃圾焚烧厂处理量（万吨）,无害化处理量（万吨）,生活垃圾清运量（万吨）,市容环卫专用车辆设备总数（台）,市容环境卫生投资（万元）,第一产业占比(2022),第二产业占比(2022),第三产业占比(2022)
2019,承德市,6241,98,11,25,31,31,1.5702611760935747,承德,41080.0,14710000.0,,46.53,3.57,26.05598,29.62598,29.62598,479.0,9881.7,,,
2020,承德市,6190,93,9,24,33,27,1.5024232633279482,承德,46119.0,15500000.0,,46.19,1.21,28.33956,29.54956,29.54956,487.0,13723.0,,,
2021,承德市,6131,125,11,40,56,18,2.038819115968032,承德,50749.0,16970000.0,,43.96,0.0,25.30783,25.30783,25.30783,504.0,9037.0,,,
2022,承德市,5449,86,9,5,46,26,1.5782712424298035,承德,53482.0,17800000.0,,42.7,0.0,25.3954,25.3954,25.39547,502.0,553.0,23.60,33.71,42.70
2023,承德市,5676,87,8,25,36,18,1.53276955602537,承德,55915.0,18520000.0,59.12,45.07,0.0,25.18024,25.18024,25.18024,502.0,394.0,,,
2014,抚州市,4363,87,21,3,28,35,1.9940407976163188,抚州,26119.0,10367713.0,,31.65,19.31,,19.31,19.31,64.0,2273.0,,,
2015,抚州市,4352,75,17,9,20,29,1.7233455882352942,抚州,27735.0,11051377.0,,33.84,22.34,,22.34,22.34,69.0,12450.0,,,
2016,抚州市,2047,33,6,1,13,13,1.612115290669272,抚州,30259.0,12109070.0,,34.9,22.39,,22.39,22.39,76.0,7600.0,,,
2017,抚州市,5415,119,5,37,43,34,2.197599261311173,抚州,33688.0,,,,30.18,,30.18,30.18,105.0,9370.0,,,
2018,抚州市,6665,123,6,33,50,34,1.8454613653413352,抚州,34226.0,13824038.0,,44.64,25.7816,1.17,26.9516,26.9516,179.0,27554.0,,,
2019,抚州市,4720,108,14,7,43,44,2.288135593220339,抚州,37272.0,15110000.0,,47.77,4.92714,25.69851,30.62565,30.62565,383.0,18143.0,,,
2020,抚州市,4582,97,9,19,42,27,2.1169794849410737,抚州,43305.0,15730000.0,,48.44,0.0,35.3672,35.4488,35.4488,396.0,14982.0,,,
2021,抚州市,6265,118,9,27,57,25,1.8834796488427772,抚州,49885.0,17950000.0,,48.52,0.0,35.0224,35.0224,35.0224,419.0,2795.0,,,
2022,抚州市,4285,83,9,26,29,19,1.936989498249708,抚州,54360.0,19460000.0,,48.17,0.0,33.378,35.1221,35.1221,1288.0,1320.0,12.42,39.41,48.17
2023,抚州市,4576,72,7,23,24,18,1.5734265734265735,抚州,56854.0,20350000.0,59.72,48.96,0.0,34.3485,36.44327,36.44331,1253.0,3480.0,,,
2013,拉萨市,4656,58,3,4,25,26,1.245704467353952,拉萨,50812.0,3048700.0,,60.87,,,,20.1,79.0,,,,
2014,拉萨市,5269,90,6,8,22,54,1.708104004554944,拉萨,56617.0,3474500.0,,59.51,,,,23.1,171.0,,,,
2015,拉萨市,6466,76,6,9,18,43,1.175378905041757,拉萨,59223.0,3767300.0,,58.92,,,,23.76,241.0,13060.0,,,
2016,拉萨市,7558,84,9,17,27,31,1.1114051336332362,拉萨,64804.0,4249500.0,,58.13,28.21,,28.21,30.72,241.0,13060.0,,,
2017,拉萨市,5889,65,4,14,29,18,1.1037527593818983,拉萨,,4792600.0,,,28.2,1.0,29.2,30.44,297.0,850.0,,,
2018,拉萨市,6579,106,13,21,45,27,1.611187110503116,拉萨,77688.0,5407800.0,,54.15,4.8781,28.4782,33.3563,34.47623,318.0,3613.0,,,
2019,拉萨市,5835,80,10,13,30,27,1.371036846615253,拉萨,86750.0,6180000.0,,58.52,7.5486,25.67303,33.22163,33.2254,599.0,4300.0,,,
2020,拉萨市,5188,71,4,12,21,34,1.3685427910562835,拉萨,79391.0,6780000.0,,53.86,15.92739,19.67807,35.60546,35.60696,1205.0,0.0,,,
2021,拉萨市,6927,94,12,20,36,26,1.357008806120976,拉萨,85210.0,7420000.0,,59.16,19.64417,21.11656,40.76073,40.76073,1189.0,0.0,,,
2022,拉萨市,3102,63,3,14,28,18,2.0309477756286265,拉萨,86091.0,7480000.0,,57.46,11.91943,23.77436,35.69379,35.74185,1324.0,0.0,3.58,38.96,57.46
2023,拉萨市,3292,52,4,8,32,8,1.5795868772782502,拉萨,96329.0,8350000.0,71.28,57.03,21.32112,23.4951,44.81622,44.8162,1363.0,0.0,,,
2013,新余市,5175,112,19,42,27,24,2.164251207729469,新余,69840.0,8450692.0,,36.13,16.0,,16.0,16.0,89.0,397.0,,,
2014,新余市,4686,84,13,26,20,25,1.792573623559539,新余,77730.0,9002683.0,,36.15,16.0,,16.0,16.0,89.0,203.0,,,
2015,新余市,4420,79,16,13,21,29,1.787330316742081,新余,81354.0,9467964.0,,38.33,16.1,,16.1,16.1,89.0,700.0,,,
2016,新余市,5320,92,14,24,26,28,1.7293233082706767,新余,88548.0,10361912.0,,41.78,,16.5,16.5,16.5,89.0,705.0,,,
2017,新余市,4751,87,14,16,17,40,1.8311934329614816,新余,82603.0,,,,,16.72,16.72,16.72,82.0,784.0,,,
2018,新余市,4313,93,9,14,23,47,2.156271736610248,新余,86789.0,10273443.0,,45.03,0.0,17.7753,17.7753,17.7753,70.0,1887.29,,,
2019,新余市,5415,104,16,11,26,51,1.920590951061865,新余,81641.0,9720000.0,,46.86,0.0,18.1868,18.1868,18.1868,157.0,2111.42,,,
2020,新余市,5736,83,15,15,21,32,1.4470013947001394,新余,83583.0,10010000.0,,47.15,0.0,18.5118,18.5118,18.5118,146.0,12887.8,,,
2021,新余市,6194,94,11,17,25,41,1.517597675169519,新余,96025.0,11550000.0,,47.36,0.0,20.2103,20.9915,20.9915,129.0,13014.0,,,
2022,新余市,4994,87,8,29,17,33,1.7420905086103322,新余,104133.0,12520000.0,,49.96,0.0,21.2986,23.0058,23.0058,132.0,3688.0,5.90,44.14,49.96
2023,新余市,4856,80,7,16,19,38,1.6474464579901154,新余,105098.0,12620000.0,75.08,53.6,0.0,20.5087,23.2298,23.2298,149.0,3469.0,,,
2013,无锡市,5082,93,13,17,22,41,1.829988193624557,无锡,122318.0,80701800.0,,46.02,33.54,80.77,114.31,114.31,850.0,,,,
2014,无锡市,5411,111,14,14,28,55,2.0513768249861397,无锡,126389.0,82053100.0,,48.4,49.36,72.99,122.35,122.35,952.0,185.0,,,
2015,无锡市,5761,97,14,8,22,53,1.6837354625933,无锡,130938.0,85182600.0,,49.11,74.11,58.33,132.44,132.44,1011.0,7210.0,,,
2016,无锡市,6738,108,12,19,24,53,1.6028495102404272,无锡,141258.0,92100200.0,,51.34,77.74,64.67,142.41,142.41,1083.0,86.0,,,
2017,无锡市,6519,112,20,14,23,55,1.7180549163982206,无锡,157668.0,105118000.0,,,85.6,72.78,158.37,158.37,1083.0,36071.0,,,
2018,无锡市,7002,106,14,13,25,54,1.5138531848043415,无锡,174270.0,114386200.0,,51.14,35.1948,129.6674,164.8622,164.8622,1083.0,2515.5,,,
2019,无锡市,5674,84,12,11,19,42,1.4804370814240395,无锡,180044.0,118520000.0,,51.48,19.4443,156.7034,176.1477,176.1477,1112.0,20100.0,,,
2020,无锡市,5764,90,9,10,31,40,1.561415683553088,无锡,165851.0,123700000.0,,52.47,14.62703,157.33049,179.75832,179.7584,1415.0,164909.0,,,
2021,无锡市,7416,96,10,9,25,52,1.2944983818770228,无锡,187415.0,140030000.0,,51.15,1.62967,179.01769,180.64736,180.64736,1704.0,105024.0,,,
2022,无锡市,7889,112,16,33,24,39,1.419698314108252,无锡,198404.0,148510000.0,,50.77,0.0,191.40136,204.60922,204.60922,2107.0,61019.0,0.90,48.33,50.77
2023,无锡市,6802,73,9,22,13,29,1.0732137606586298,无锡,206278.0,154560000.0,83.31,51.39,0.0,186.169,215.1114,215.1114,2427.0,57614.0,,,
2013,昆明市,5812,112,21,18,33,40,1.9270474879559527,昆明,62437.0,34153115.0,,50.03,2.12,124.1,126.22,141.83,2809.0,2604.0,,,
2014,昆明市,4160,80,9,16,29,26,1.9230769230769231,昆明,56236.0,37129943.0,,53.67,2.12,145.95,148.07,155.84,1259.0,8000.0,,,
2015,昆明市,1411,21,6,1,6,8,1.48830616583983,昆明,59656.0,39680051.0,,55.28,2.3,147.01,149.31,158.76,1398.0,600.0,,,
2016,昆明市,5450,117,27,18,33,39,2.146788990825688,昆明,64156.0,43000780.0,,56.73,2.42,192.44,194.86,200.92,1429.0,5113.0,,,
2017,昆明市,6771,91,18,7,27,39,1.3439669177374096,昆明,71906.0,48576400.0,,,2.56,180.88,183.43,183.43,1800.0,9062.0,,,
2018,昆明市,6661,107,19,13,21,54,1.6063654105990093,昆明,76387.0,52068979.0,,56.59,11.3895,187.1315,198.521,199.251,2331.0,33290.3,,,
2019,昆明市,7957,128,17,21,37,53,1.6086464748020612,昆明,93853.0,64760000.0,,63.73,51.75024,138.23683,189.98706,189.98706,1709.0,392.91,,,
2020,昆明市,10448,123,20,11,28,64,1.1772588055130169,昆明,80584.0,67340000.0,,64.14,15.72034,194.09463,209.81497,209.81502,2031.0,177.0,,,
2021,昆明市,8184,107,12,16,27,52,1.3074291300097751,昆明,85146.0,72230000.0,,63.71,28.50796,218.8042,254.48544,254.48544,2166.0,0.0,,,
2022,昆明市,6932,129,9,20,46,54,1.8609347951529136,昆明,88193.0,75410000.0,,63.66,9.23666,223.48015,239.14733,239.14733,2479.0,0.0,4.34,32.00,63.66
2023,昆明市,6403,80,14,26,17,23,1.2494143370295174,昆明,90821.0,78650000.0,82.32,66.49,3.1799,229.77677,240.24123,240.24123,2498.0,35749.0,,,
2013,曲靖市,5066,71,13,14,20,24,1.401500197394394,曲靖,24672.0,15839411.0,,28.81,,19.0,19.0,19.0,143.0,,,,
2014,曲靖市,4521,63,6,18,9,30,1.39349701393497,曲靖,27529.0,16494046.0,,30.3,,17.69,17.69,17.69,152.0,1673.0,,,
2015,曲靖市,4865,64,13,12,15,24,1.31551901336074,曲靖,27045.0,16502574.0,,29.75,,19.05,19.05,19.05,241.0,,,,
2016,曲靖市,6157,82,8,17,32,25,1.3318174435601755,曲靖,29266.0,17751063.0,,31.41,,23.57,23.57,23.58,323.0,,,,
2017,曲靖市,5620,88,9,8,20,51,1.5658362989323844,曲靖,31806.0,19411200.0,,,,23.81,23.81,23.81,403.0,910.0,,,
2018,曲靖市,6300,96,12,5,42,37,1.5238095238095235,曲靖,32799.0,20133556.0,,43.5,0.0,25.89935,25.89935,25.89935,541.0,5521.78,,,
2019,曲靖市,5673,83,8,12,28,35,1.463070685704213,曲靖,42774.0,26380000.0,,45.3,0.0,27.56381,27.56381,27.56381,556.0,2110.01,,,
2020,曲靖市,6841,83,13,10,14,46,1.2132729133167666,曲靖,51245.0,29590000.0,,44.31,0.0,29.14731,29.14731,29.14731,572.0,1806.0,,,
2021,曲靖市,6813,112,9,48,20,35,1.6439160428592396,曲靖,59194.0,33940000.0,,43.61,0.0,33.13859,33.13859,33.13859,568.0,5619.0,,,
2022,曲靖市,7644,153,14,56,28,55,2.001569858712716,曲靖,66373.0,38020000.0,,43.45,0.0,33.6199,33.6199,33.61995,571.0,789.0,14.60,41.95,43.45
2023,曲靖市,7117,122,14,43,18,47,1.7142054236335535,曲靖,70760.0,40490000.0,51.79,45.32,0.0,32.5287,32.5287,32.5287,574.0,5452.0,,,
2013,杭州市,7119,123,20,27,30,46,1.7277707543194267,杭州,118013.0,83435193.0,,52.93,173.58,90.63,264.21,264.21,1275.0,522.0,,,
2014,杭州市,5487,112,27,24,22,39,2.041188263167487,杭州,103813.0,92061633.0,,55.25,175.92,107.28,283.2,283.2,1344.0,1062.0,,,
2015,杭州市,5078,94,22,15,14,43,1.851122489168964,杭州,112230.0,100502079.0,,58.24,239.46,112.52,351.98,351.98,1498.0,89802.0,,,
2016,杭州市,6254,111,21,15,37,38,1.7748640869843302,杭州,124286.0,113137223.0,,60.89,213.54,128.93,342.46,342.46,1484.0,350.0,,,
2017,杭州市,5976,92,14,11,23,44,1.5394912985274432,杭州,135113.0,126033600.0,,,250.62,100.51,351.12,351.12,2070.0,6997.0,,,
2018,杭州市,6534,95,14,10,14,57,1.4539332721150904,杭州,140180.0,135091508.0,,63.9,172.83153,196.47737,369.3089,369.3089,1748.0,22436.2,,,
2019,杭州市,6872,103,12,2,22,67,1.4988358556461,杭州,152465.0,153730000.0,,66.17,155.52213,222.81572,382.83785,382.83785,2002.0,5.37,,,
2020,杭州市,5700,81,12,3,34,32,1.4210526315789471,杭州,136617.0,161060000.0,,68.04,143.88368,224.06323,374.90123,374.90123,2333.0,135379.0,,,
2021,杭州市,6455,90,9,6,40,35,1.39426800929512,杭州,149857.0,181090000.0,,67.85,12.01204,341.14077,394.45616,394.45616,2887.0,34902.0,,,
2022,杭州市,5638,92,5,15,40,32,1.6317843206810925,杭州,152588.0,187530000.0,,68.19,0.0,332.51256,409.0375,409.03755,2972.0,27916.0,1.84,29.97,68.19
2023,杭州市,6283,90,10,22,26,32,1.4324367340442463,杭州,161129.0,200590000.0,84.2,70.02,0.0,294.15467,392.37414,392.37417,3197.0,10308.0,,,
2014,柳州市,7612,68,11,11,19,27,0.8933263268523385,柳州,57049.0,22085074.0,,33.45,44.35,,44.35,44.35,471.0,25096.0,,,
2015,柳州市,7341,104,12,16,31,45,1.4167007219724832,柳州,58869.0,22986169.0,,36.11,49.83,,49.83,49.83,493.0,1553.0,,,
2016,柳州市,5684,61,5,13,19,24,1.0731878958479943,柳州,62855.0,24769396.0,,37.75,53.97,,53.97,53.97,506.0,1517.0,,,
2017,柳州市,5384,82,1,23,35,23,1.5230312035661218,柳州,69249.0,27556424.0,,,61.78,,61.78,61.78,486.0,2864.0,,,
2018,柳州市,5456,85,2,17,32,34,1.5579178885630498,柳州,75945.0,30536457.0,,40.93,64.22844,0.0,64.22844,64.22844,523.0,4085.61,,,
2019,柳州市,4697,75,8,13,25,29,1.5967638918458589,柳州,77056.0,31280000.0,,43.25,69.68489,0.0,69.68489,69.68489,694.0,10567.87,,,
2020,柳州市,6156,63,5,9,24,25,1.023391812865497,柳州,77148.0,31770000.0,,45.48,70.14708,0.0,70.14708,70.1471,799.0,57920.0,,,
2021,柳州市,4606,47,2,11,21,13,1.020408163265306,柳州,73328.0,30570000.0,,49.79,73.19459,0.0,73.19459,73.19459,883.0,61654.0,,,
2022,柳州市,5261,96,7,25,23,41,1.8247481467401636,柳州,74322.0,31090000.0,,49.26,0.0,69.65337,71.6479,71.6479,918.0,5395.0,9.17,41.57,49.26
2023,柳州市,5234,92,3,40,23,26,1.757737867787543,柳州,74679.0,31160000.0,71.23,50.85,0.0,68.43029,77.18266,77.18266,913.0,1740.0,,,
2013,株洲市,5400,101,15,23,22,41,1.8703703703703705,株洲,48736.0,19494317.0,,31.96,43.0,,43.0,43.0,267.0,,,,
2014,株洲市,5423,87,14,16,15,42,1.6042780748663104,株洲,54741.0,21610147.0,,33.04,34.4,4.55,38.95,38.95,256.0,,,,
2015,株洲市,5304,72,12,9,19,32,1.3574660633484164,株洲,58661.0,23351075.0,,35.05,19.26,18.92,38.18,38.19,266.0,,,,
2016,株洲市,5925,93,15,24,20,34,1.569620253164557,株洲,62081.0,24884543.0,,39.1,,37.6,37.6,37.6,266.0,,,,
2017,株洲市,5515,62,8,9,18,27,1.1242067089755214,株洲,62953.0,25300100.0,,,4.98,36.22,41.2,41.2,266.0,,,,
2018,株洲市,5051,58,7,7,14,30,1.148287467828153,株洲,65442.0,26315423.0,,49.28,8.2,34.72989,42.92989,42.92989,394.0,100.0,,,
2019,株洲市,5848,67,10,9,19,29,1.145690834473324,株洲,74618.0,30030000.0,,47.41,4.4402,42.8365,47.2767,47.2767,312.0,0.0,,,
2020,株洲市,6042,88,14,12,18,44,1.4564713670969878,株洲,79581.0,31060000.0,,45.49,0.0,50.0302,53.61137,53.61137,393.0,0.0,,,
2021,株洲市,6644,80,5,24,25,26,1.2040939193257074,株洲,87852.0,34200000.0,,44.82,0.0,50.10359,58.27579,58.27579,507.0,12371.0,,,
2022,株洲市,4673,47,5,11,8,23,1.0057778728867963,株洲,93284.0,36170000.0,,45.04,0.0,48.7982,56.50913,56.5092,601.0,1240.0,7.59,47.37,45.04
2023,株洲市,6123,72,4,15,13,40,1.175894169524743,株洲,94983.0,36680000.0,72.83,48.47,0.0,48.52833,56.54289,56.54296,640.0,300.0,,,
2013,桂林市,7279,114,12,17,41,44,1.5661491963181755,桂林,31761.0,16579048.0,,34.11,25.52,,25.52,31.42,199.0,22163.0,,,
2014,桂林市,6361,105,8,19,20,58,1.650683854739821,桂林,37288.0,18270531.0,,34.97,24.86,,24.86,33.79,249.0,20382.0,,,
2015,桂林市,7671,144,12,22,51,59,1.87719984356668,桂林,39329.0,19429668.0,,36.16,38.42,,38.42,38.42,423.0,1636.0,,,
2016,桂林市,7488,157,22,23,55,57,2.096688034188034,桂林,41216.0,20548216.0,,37.8,40.86,,40.86,40.86,455.0,2496.0,,,
2017,桂林市,8119,155,12,24,54,65,1.9091021061707107,桂林,40632.0,20451807.0,,,45.81,,45.81,45.81,558.0,1534.0,,,
2018,桂林市,7026,104,5,13,51,35,1.48021633931113,桂林,39507.0,20036055.0,,49.32,48.86159,0.0,48.86159,48.8616,447.0,,,,
2019,桂林市,8184,112,11,20,49,32,1.3685239491691104,桂林,41294.0,21060000.0,,54.31,0.0,44.51904,44.51904,44.51904,414.0,972.0,,,
2020,桂林市,8234,135,11,15,59,50,1.6395433568132136,桂林,42424.0,21300000.0,,54.41,0.0,46.1804,46.1804,46.1804,434.0,0.0,,,
2021,桂林市,6623,103,4,14,46,39,1.5551864713875887,桂林,46767.0,23110000.0,,54.31,0.0,49.685,49.685,49.685,449.0,700.0,,,
2022,桂林市,6541,98,9,18,35,36,1.4982418590429598,桂林,49196.0,24360000.0,,52.88,0.0,47.36609,49.1801,49.1801,512.0,0.0,25.46,21.66,52.88
2023,桂林市,7463,117,8,24,41,44,1.567734155165483,桂林,50943.0,25230000.0,55.12,54.04,0.0,49.0829,54.08286,54.0829,503.0,0.0,,,
2013,梧州市,5101,81,11,10,30,30,1.5879239364830426,梧州,29515.0,9917096.0,,22.34,11.56,,11.56,11.56,63.0,1073.0,,,
2014,梧州市,5192,78,6,8,27,37,1.50231124807396,梧州,31293.0,10648152.0,,28.1,15.66,,15.66,15.66,68.0,373.0,,,
2015,梧州市,5796,94,12,14,26,42,1.621808143547274,梧州,36104.0,10785858.0,,30.8,18.59,,18.59,18.59,123.0,557.0,,,
2016,梧州市,5331,65,8,7,32,18,1.2192834365034704,梧州,39072.0,11756486.0,,30.86,20.88,,20.88,20.88,123.0,568.0,,,
2017,梧州市,5257,85,9,17,32,27,1.616891763363135,梧州,44193.0,13381050.0,,,20.76,,20.76,20.76,145.0,1810.0,,,
2018,梧州市,5652,90,14,14,31,31,1.5923566878980893,梧州,33774.0,10298470.0,,45.62,20.967,0.0,20.967,20.967,197.0,1627.0,,,
2019,梧州市,4624,84,13,10,21,40,1.8166089965397925,梧州,32303.0,9910000.0,,49.22,21.7953,0.0,21.7953,21.7953,479.0,65666.38,,,
2020,梧州市,4715,59,9,2,16,32,1.2513255567338282,梧州,38214.0,10810000.0,,48.47,11.5368,10.5,22.0368,22.0368,550.0,3029.05,,,
2021,梧州市,5064,45,3,15,7,20,0.8886255924170616,梧州,48463.0,13690000.0,,42.66,0.0,23.12188,23.12188,23.12188,597.0,18192.0,,,
2022,梧州市,5692,89,9,35,20,25,1.563598032326072,梧州,50185.0,14200000.0,,44.71,0.0,23.61506,23.61506,23.61506,622.0,67218.0,14.14,41.15,44.71
2023,梧州市,6429,94,11,40,27,16,1.462124747239073,梧州,52640.0,14910000.0,56.88,44.83,0.0,23.93035,23.93035,23.93035,673.0,14494.0,,,
2013,榆林市,5368,81,8,21,26,26,1.5089418777943369,榆林,,,,,,,,,,,,,
2014,榆林市,5219,75,8,11,30,26,1.437056907453535,榆林,,,,,,,,,,,,,
2015,榆林市,5090,75,8,11,29,27,1.4734774066797642,榆林,,,,,,,,,,,,,
2016,榆林市,5337,89,9,31,29,20,1.6676035225782273,榆林,,,,,,,,,,,,,
2017,榆林市,5451,82,8,11,23,40,1.504311135571455,榆林,,,,,,,,,,,,,
2018,榆林市,5374,95,8,10,43,34,1.767770748046148,榆林,,,,,,,,,,,,,
2019,榆林市,5130,69,6,6,23,34,1.345029239766082,榆林,,,,,,,,,,,,,
2020,榆林市,4589,85,6,7,39,33,1.8522553933318804,榆林,,,,,,,,,,,,,
2021,榆林市,5285,92,9,19,42,22,1.74077578051088,榆林,,,,,,,,,,,,,
2022,榆林市,5896,97,10,20,35,32,1.6451831750339214,榆林,,,,,,,,,,,4.56,72.67,22.76
2023,榆林市,5474,90,8,12,29,41,1.6441359152356596,榆林,,,,,,,,,,,,,
2013,武汉市,7780,105,15,19,27,44,1.3496143958868894,武汉,110113.0,90512700.0,,47.72,25.04,238.66,263.7,263.7,3478.0,52730.0,,,
2014,武汉市,8172,140,25,20,53,42,1.7131669114047967,武汉,98000.0,100694800.0,,49.0,21.95,235.41,257.36,257.36,5112.0,52347.0,,,
2015,武汉市,5946,73,10,8,35,20,1.227716111671712,武汉,104132.0,109056000.0,,51.02,48.02,260.96,330.68,330.68,8690.0,69460.0,,,
2016,武汉市,6405,95,13,19,38,25,1.483216237314598,武汉,111469.0,119126100.0,,52.84,96.43,243.52,356.29,356.29,8748.0,122619.0,,,
2017,武汉市,4843,57,11,1,20,25,1.176956431963659,武汉,123831.0,134103400.0,,,129.43,245.25,396.38,396.38,8424.0,174247.0,,,
2018,武汉市,5865,79,16,9,33,21,1.346973572037511,武汉,135136.0,148472900.0,,54.61,132.0622,253.35114,406.6816,406.6816,5827.0,171788.0,,,
2019,武汉市,5717,90,10,11,27,42,1.5742522301906596,武汉,145545.0,162230000.0,,60.75,128.22666,256.44446,428.00488,428.00488,6049.0,254222.0,,,
2020,武汉市,5660,71,11,9,21,30,1.254416961130742,武汉,131441.0,156160000.0,,61.83,101.73228,249.82748,405.15464,405.15464,7753.0,0.0,,,
2021,武汉市,5553,74,9,13,25,27,1.3326130019809113,武汉,135251.0,177170000.0,,62.45,107.63917,276.97677,479.54573,479.54573,6782.0,68037.0,,,
2022,武汉市,6491,104,10,28,36,30,1.602218456324141,武汉,137772.0,188660000.0,,61.88,58.44862,357.6039,441.82845,441.82845,6420.0,53539.0,2.52,35.60,61.88
2023,武汉市,6228,82,8,25,25,24,1.3166345536287731,武汉,145471.0,200120000.0,84.79,63.64,0.0,417.20444,461.7366,461.7366,5739.0,40264.0,,,
2013,汕头市,5108,54,7,2,18,27,1.05716523101018,汕头,28998.0,15659049.0,,42.21,48.82,11.06,59.88,74.27,356.0,10930.0,,,
2014,汕头市,5462,90,15,4,18,53,1.6477480776272428,汕头,31201.0,17165113.0,,42.01,47.69,10.95,58.64,76.24,375.0,,,,
2015,汕头市,5800,84,12,4,17,51,1.4482758620689655,汕头,33732.0,18680251.0,,43.34,56.07,16.86,72.93,78.76,383.0,,,,
2016,汕头市,6512,90,15,4,20,51,1.382063882063882,汕头,37390.0,20809729.0,,44.34,63.57,19.0,82.57,91.92,545.0,14010.0,,,
2017,汕头市,5137,72,11,10,15,36,1.401596262409967,汕头,42029.0,23509700.0,,,80.73,18.7,99.43,108.15,685.0,41925.0,,,
2018,汕头市,5943,96,7,13,30,46,1.6153457849570922,汕头,44672.0,25120504.0,,44.8,64.1148,54.682,118.7968,121.2212,948.0,63011.0,,,
2019,汕头市,6285,92,17,10,12,53,1.4638027048528242,汕头,47669.0,26940000.0,,48.01,49.65167,94.21903,143.8707,143.8707,808.0,19426.0,,,
2020,汕头市,7167,110,29,13,14,54,1.5348123343100322,汕头,49661.0,27310000.0,,47.75,41.94608,81.68238,123.62846,123.62846,1315.0,44110.61,,,
2021,汕头市,7394,110,16,20,22,52,1.4876927238301323,汕头,53106.0,29300000.0,,47.51,39.19571,88.29947,127.49518,127.49518,1418.0,53628.0,,,
2022,汕头市,7535,112,25,25,19,43,1.486396814863968,汕头,54504.0,30170000.0,,47.53,31.04401,92.64606,123.69008,123.6901,1332.0,14801.0,4.54,47.94,47.53
2023,汕头市,6425,101,16,23,19,43,1.5719844357976651,汕头,56910.0,31580000.0,71.15,47.27,0.0,127.23006,127.23006,127.23006,2033.0,5232.0,,,
2013,江门市,5638,89,17,14,20,38,1.5785739623980135,江门,50895.0,20001764.0,,41.41,40.73,,40.73,40.73,173.0,6221.0,,,
2014,江门市,5802,103,22,11,23,47,1.7752499138228195,江门,46237.0,20827636.0,,42.88,43.16,,43.16,43.16,388.0,3633.0,,,
2015,江门市,3617,53,12,5,10,26,1.465302737074924,江门,49608.0,22400243.0,,43.79,45.66,,45.66,45.67,190.0,,,,
2016,江门市,5212,64,9,14,13,28,1.2279355333844972,江门,53374.0,24187806.0,,44.61,51.48,,51.48,51.48,221.0,,,,
2017,江门市,6386,101,10,6,27,58,1.5815847165674912,江门,59089.0,26902500.0,,,56.58,,56.58,56.58,234.0,4930.0,,,
2018,江门市,5823,99,12,7,35,45,1.7001545595054095,江门,63328.0,29004073.0,,44.5,59.46636,0.0,59.46636,59.46641,273.0,76.27,,,
2019,江门市,6062,93,17,6,25,45,1.534147146156384,江门,68194.0,31470000.0,,48.93,66.70528,0.0,66.70528,66.70528,561.0,0.0,,,
2020,江门市,6583,74,9,4,15,46,1.1241075497493545,江门,66984.0,32010000.0,,49.77,69.46985,0.0,70.44505,70.44505,838.0,8365.0,,,
2021,江门市,8420,68,9,8,14,37,0.8076009501187649,江门,74722.0,36010000.0,,46.26,72.0169,0.0,77.30854,77.30854,892.0,0.0,,,
2022,江门市,7041,73,9,16,14,34,1.0367845476494817,江门,78146.0,37730000.0,,45.72,71.54809,0.0,77.48979,77.48979,990.0,0.0,8.60,45.68,45.72
2023,江门市,7539,79,12,24,15,28,1.047884334792413,江门,83409.0,40220000.0,68.66,45.25,70.26556,2.89738,79.73419,79.73419,1023.0,73800.0,,,
2014,池州市,4626,54,4,4,22,24,1.1673151750972763,池州,36267.0,5171690.0,,39.6,13.83,,13.83,13.83,87.0,850.0,,,
2015,池州市,5064,84,5,11,30,38,1.6587677725118484,池州,38014.0,5447404.0,,40.91,14.06,,14.06,14.06,95.0,3200.0,,,
2016,池州市,6044,114,11,15,49,39,1.886168100595632,池州,40919.0,5890196.0,,44.15,14.57,,14.57,14.57,97.0,2758.0,,,
2017,池州市,5513,92,12,20,24,36,1.6687828768365682,池州,43178.0,6243500.0,,,13.42,,13.42,13.42,97.0,4722.0,,,
2019,池州市,4802,84,8,12,19,45,1.749271137026239,池州,56217.0,8320000.0,,45.73,9.6788,1.1482,11.922,11.922,97.0,6561.0,,,
2020,池州市,5543,88,10,11,20,47,1.587587948764207,池州,64843.0,8690000.0,,45.8,0.6531,9.0322,10.4458,10.4458,97.0,1380.0,,,
2021,池州市,7263,111,13,25,31,42,1.5282940933498554,池州,75191.0,10040000.0,,44.62,0.0,10.2799,11.1525,11.1525,97.0,1300.0,,,
2022,池州市,6680,174,13,74,46,41,2.604790419161677,池州,81124.0,10790000.0,,44.29,0.0,10.5049,11.3005,11.3006,103.0,146.0,9.10,46.61,44.29
2023,池州市,5984,122,8,44,36,34,2.038770053475936,池州,83906.0,11120000.0,61.39,47.29,0.0,11.2343,12.6132,12.6132,103.0,27467.0,,,
2013,沈阳市,3784,53,8,11,20,14,1.4006342494714588,沈阳,98467.0,71585745.0,,43.84,247.95,,247.95,247.95,1880.0,4425.0,,,
